ID,Name in the language,Name in English,Alternate names,Countries,Country codes,Description of the location(s),Latitude,Longitude,Degree of endangerment,Number of speakers,Date/accuracy of estimate,Sources
01523,,Luro,"Teressa, Terasa, Taihlong, Powahat",India,IN,Teressa (Luro) and Bompuka (Powahat) islands,7.9150,93.3837,critically endangered,2000,"India Census 2001; exact number of speakers for the Nicobar languages is difficult to determine since census figures usually indicate speakers on a specific island, not all of whom speak local languages.",Prof. Udaya Narayana Singh (personal communication)
01029,,Lushootseed,,United States of America,US,"Upper Skagit, Swinomish, Suquamish, Muckleshoot, Puyallup, and Nisqually Reservations, and especially the Tulalip Reservation near Marysville, WA.",47.6074,-122.5681,critically endangered,5,"Fewer than 5, elderly.","Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun, and Mauricio Mixco. 2007. North America. Atlas of the World’s Languages (2nd. edition), ed. by R.E. Asher and C.J. Moseley, 7-44. London: Routledge."
01633,,M’lomp,,Senegal,SN,,12.7421,-16.4904,critically endangered,500,2008,"Tucker Childs, Adjaratou Sall"
01994,,Mabiri,,Chad,TD,,12.1682,18.7275,critically endangered,3,2001,Ethnologue
02380,,Macaguaje,,Colombia,CO,,0.0000,-75.0000,extinct,,,"Patiño, Carlos. 2000 ""Lenguas aborígenes de la Amazonía meridional de Colombia"" en González & Rodríguez Las lenguas indígenas de Colombia: una visión descriptiva. Instituto Caro y Cuervo."
00946,,Machiguenga,Matsigenka,Peru,PE,"Depto. del Cusco, Prov. de La Convención, distrito de Echarate, cuenca de río Urubamba. Algunos en el departamento de Madre de Dios.",-11.8888,-72.9052,definitely endangered,11000,"Rough estimate.El censo de 1993 daba 8965 personas.",ILV. 2006.. Pueblos del Perú. Lima.
02323,,Machineri (Bolivia),,Bolivia,BO,,-11.1460,-69.0161,severely endangered,140,,"Crevels et alii (2000), ’Current Studies on South American Languages’"
02273,,Machineri (Brazil),"Manchineri, Maxinéri, Yine",Brazil,BR,,-10.5742,-70.4882,vulnerable,937,"2004 pop=937, Funasa/ISA","Databank Moore, 2008."
02161,,Macuna (Brazil),"Macuna, Yeba-masã",Brazil,BR,,1.1395,-67.7636,vulnerable,32,"2001; 2005 pop=32, Dsei/Foirn/ISA; probably speak the language, but no real data","Databank Moore, 200/8."
02377,,Macuna (Colombia),,Colombia,CO,,-0.2636,-70.2026,definitely endangered,,,
02277,,Macushi (Brazil),"Makuxí, Macuxi, Macushi, Pemon",Brazil,BR,"Linguist Ianes says that maintenance is problematical, even many native teachers don’t speak the language",3.7765,-61.1279,vulnerable,15000,"2000; 2006 pop=23433, Funasa/ISA, no real speaker survey","Databank Moore, 2008."
02353,,Macushi (Guyana),"Makuxí, Makushi",Guyana,GY,Rupununi savannahs in the southwestern part of Guyana. More in Roraima (Brazil).,3.6888,-59.4799,vulnerable,7750,The number concerns the population in Guyana.,"J. Forte, in Queixalós and Renault-Lescure (2000), ’As línguas amazônicas hoje’"
00278,,Madngele,"Matngala, Matngele, Warat, Madngela, Maangella, Mandella, Muttangulla.",Australia,AU,,-13.3789,130.5395,critically endangered,10,"Not mentioned in censusApproximate estimate ",
03154,,Mafea,Mavea,Vanuatu,VU,"Mafea and Ais Islands, East Santo Island",-15.4219,167.2366,definitely endangered,70,2000,"Wurm, Stephen A. 2007. ’Australia and the Pacific’, pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World’s Endangered Languages. London/New York: Routledge."
01441,,Magar,___; Manggar; Magari,Nepal,NP,"P_lp_, Sy__j_, Tanah_ and Gorkh_ districts.",28.0816,83.4301,definitely endangered,489383,"Van Driem 2001(the 2001 census mentions 770116 speakers, but this seems too high)","Driem, George van. 2001. Languages of the Himalayas. Volumes 1 and 2. Hand-book of Oriental Studies. Section Two: India. Leiden/Boston/Köln: Brill.Driem, George van. 2007. ’South Asia and the Middle East’, pp. 283-347 in Christopher Moseley (ed.) Encyclopedia of the World’s Endangered Languages. London/New York: Routledge.ethnologue.com"
03194,,Magori,,Papua New Guinea,PG,"Eastern end of Table Bay, lower Bailebo-Tavenei River, eastern part of Central Province",-10.2554,149.2108,vulnerable,200,1971,"Wurm, Stephen A. 2007. ’Australia and the Pacific’, pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World’s Endangered Languages. London/New York: Routledge."
02690,,Mah Meri,Besisi,Malaysia,MY,,2.8360,101.4299,severely endangered,1200,,Bradley 2007
01903,,Mahasui,Kiunthali; Kiuntali,India,IN,Himachal Pradesh,31.2738,77.1295,definitely endangered,496024,1992,
03195,,Mahigi,,Papua New Guinea,PG,"Upper Bamu (""Ramu""?) River, Western Province",-7.6688,143.0227,extinct,0,"1970 (""few decades"")","Wurm, Stephen A. 2007. ’Australia and the Pacific’, pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World’s Endangered Languages. London/New York: Routledge."
02097,,Mahongwe,,Gabon,GA,,1.0216,13.9031,severely endangered,1000,2007,Bruce Connell
01059,,Maidu,Northeastern Maidu or Mountain Maidu,United States of America,US,"Some Maidu descendants are members of the small Susanville and Greenville Rancherias, but most live away from tribal land in scattered locations in Plumas and Lassen County.",40.4134,-120.6738,critically endangered,2,There are only a few semi-speakers,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun, and Mauricio Mixco. 2007. North America. Atlas of the World’s Languages (2nd. edition), ed. by R.E. Asher and C.J. Moseley, 7-44. London: Routledge."
02977,,Maiya,Maiy_; Indus Kohistani,Pakistan,PK,Indus Kohistani district,35.3151,72.9080,vulnerable,220000,approximate estimate,"Dr. George van Driem in Encyclopaedia of World Endangered Languages, ed. by Christopher Moseley. 2007"
01738,,Majera,,Cameroon,CM,,11.3231,14.9839,critically endangered,500,2004,Ethnologue
01492,,Majhi,____; Bo_; Bote-Majhi,Nepal,NP,Several districts along the rivers N_ra_ya__ and Saptaga__ak_,27.9208,83.5082,severely endangered,24664,2001 census,"Driem, George van. 2001. Languages of the Himalayas. Volumes 1 and 2. Hand-book of Oriental Studies. Section Two: India. Leiden/Boston/Köln: Brill.Driem, George van. 2007. ’South Asia and the Middle East’, pp. 283-347 in Christopher Moseley (ed.) Encyclopedia of the World’s Endangered Languages. London/New York: Routledge.ethnologue.com"
02905,,Mak,Mo,China,CN,,25.5532,107.3809,definitely endangered,5000,2000,Bradley 2007
00802,,Maká,,Paraguay,PY,,-25.2645,-57.2387,definitely endangered,,,
01025,,Makah,,United States of America,US,"Southern Wakashan language spoken by the Makah Tribe, at Neah Bay on the northwest tip of the Olympic Peninsula in Washington State.",48.3658,-124.6118,critically endangered,12,,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun, and Mauricio Mixco. 2007. North America. Atlas of the World’s Languages (2nd. edition), ed. by R.E. Asher and C.J. Moseley, 7-44. London: Routledge."
00450,,Mako,,Venezuela (Bolivarian Republic of),VE,,4.2149,-65.7421,critically endangered,345,,"D. Moore, in Brenzinger (2007), ’Language Diversity Endangered’"
02501,,Makolkol,,Papua New Guinea,PG,East New Britain,-4.8994,151.6827,critically endangered,7,2000,Grimes 2000
00803,,Máku,,Brazil,BR,,4.0615,-61.8310,extinct,0,"1998; 2005 pop=2603, Dsei/Foirn/ISA; according to H. Ramirez the one elderly speaker died","Databank Moore, 2008."
03091,,Maku’a,"Lovaea, Lovaya",Timor-Leste,TL,,-8.4017,127.2271,critically endangered,50,1981 (may be many fewer or extinct),"Wurm, Stephen A. 2007. ’Australia and the Pacific’, pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World’s Endangered Languages. London/New York: Routledge."
00804,,Makurap,Macurap,Brazil,BR,"The group lives in the indigenous lands Rio Branco, south-western Rondônia State - Brazil.",-12.1682,-63.0285,severely endangered,50,"2001; 2006 pop=381, Funasa/ISA","www.socioambiental.orgMoore, 2008, IBGE databank Moore, 2008, Scientific American (Brasil)"
00290,,Malak Malak,"Mullukmulluk, Malak-Malak, Malagmalag, Ngolak-Wonga, Nguluwongga.",Australia,AU,,-13.7713,130.6384,critically endangered,10,"Not mentioned in censusApproximate estimate ",
02815,,Malecite,,Canada; United States of America,CA;US,Spread over 6 communities in Canada,46.8023,-67.6686,definitely endangered,475,"2001 Census – based; average age: 39,8","1996 and 2001 Censuses, Statistics Canada; based on the Department of Canadian Heritage customized census retrievalsUNESCO Atlas 2nd edition (Wurm (2001))Ethnologue: Languages of the World (Gordon, (2005))http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/index_en.htmlhttp://en.wikipedia.org/wiki/Portal:Contents"
02616,,Maleng,former village name Pakatan,Lao People’s Democratic Republic,LA,,18.0166,105.0000,definitely endangered,4000,,
00716,,Malin,,Myanmar,MM,,24.5700,94.5600,extinct,0,1931,
00916,,Malinaltepec Tlapanec,"Tlapanec of the central lowlands, Tlapaneco central bajo",Mexico,MX,Municipalities of Malinaltepec and San Luis Acatlán in the state of Guerrero,17.2451,-98.6717,vulnerable,29,Census 2000,Census 2000 and information provided by INALI
00996,,Maliseet-Passamaquoddy,"Maliseet, Malicite, Passamaquoddy",United States of America,US,"Communities in the United States are in Pleasant Point and Indian Township, Maine; a few speakers live in Old Town, Maine and Bridgeport, Connecticut.",44.9572,-67.0496,severely endangered,500,"There are 500 speakers total of Maliseet-Passamaquoddy, about 100 in the United States and about 400 in Canada.",Golla et al ms.
03155,,Malmariv,Tiale,Vanuatu,VU,Northern central Santo Island,-15.2656,166.9104,vulnerable,150,2000,"Wurm, Stephen A. 2007. ’Australia and the Pacific’, pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World’s Endangered Languages. London/New York: Routledge."
01936,,Malto,Pahariya; Kumarbhag Pahariya; Malti; Maltu; Maler; Mal; Mad,India,IN,"Jharkhand (Godda, Santhal Pargana), Bihar and West Bengal (Bankura, Barddhaman, and Murshidabad), and also in Orissa (Mayurbhanj)",23.7853,85.4736,definitely endangered,224926,Census 2001,
02175,,Mam (Guatemala),,Guatemala,GT,"Towns of Tejumulco and Ichiguán in Huehuetenango; towns of San Miguel Ixtahuacán, Concepción Tutapa and others inSan Marcos dept; San Sebastián, town of Todos Santos Cuchumatán and other towns in Huehuetenango dept., Quetzaltenango dept., Retalhuleu dept, San Juan Ostuncalco, San Martín Sacatepequez and other towns in Ostuncalco",14.9305,-91.9078,vulnerable,477717,"Instituto Nacional de Estadística, Guatemala (2002) XI Censo Nacional de Población",XI Censo Nacional de Población for number of speakers and names of languages; contributor H. Antonio García Zúñiga consulted Ethnologue for some locations
01703,,Mam (Mexico),"qyool, banax in Soconusco",Mexico,MX,"Locality of Chimalapa and others in Municipality of Mazapa de Madero, municipalities of Amatenango de la Frontera, Bejucal de Ocampo, Comalapa, Huehuetán, Mototzintla, and others in the state of Chiapas; municipalities of Campeche and Othón P. Blanco in the state of Campeche",17.3661,-93.5334,severely endangered,7977,Census 2000,"Census 2000, information provided by INALIComplementary information provided by contributor H. Antonio García Zúñiga"
01982,,Mambai,,Chad,TD,,9.6007,14.0899,severely endangered,2000,2002,Ethnologue
01636,,Mancagne,Bola,Senegal,SN,,12.7743,-15.6967,vulnerable,26450,2002,"Tucker Childs, Ethnologue, Adjaratou Sall"
01510,,Manchad,"Manchati, Pattani, Patani, Chamba, Chamba Lahuli, Lahuli",India,IN,"Himachal Pradesh, Lahul valley, Pattan, Chamba-Lahul and lower Mayar valleys.",32.6578,77.5415,vulnerable,20000,"van Driem 2001, p. 935",
00623,,Manchu (Amur),,China,CN,Dawujia village in Aihui County of Heihe Prefecture of Heilongjiang Province; Manchu was originally spoken all over historical Manchuria; it includes the extinct Jurchen,49.7666,127.5000,critically endangered,10,compromise figure based on various sources,"_. _. _____: ____________ ____. — _____ ____: ___________ _____; _______-____________ _____; ________ ____; _________ ____. ______: ______, 1997."
00622,,Manchu (Nonni),,China,CN,Sanjiazi village in Fuyu County of Heilongjiang Province; Manchu was originally spoken all over historical Manchuria; it includes the extinct Jurchen,48.0083,124.3542,critically endangered,10,compromise figure based on various sources,"_. _. _____: ____________ ____. — _____ ____: ___________ _____; _______-____________ _____; ________ ____; _________ ____. ______: ______, 1997."
00624,,Manchurian Kirghiz,Fuyü Kirghiz; Fuyü Gïrgïs; _______-__________,China,CN,Fuyu County in Heilongjiang Province in China; extinct since the early twentieth century in Hulun Buir League in Inner Mongolia,47.8000,124.2000,critically endangered,5,estimate based on various sources reporting less than 10 speakers,"Hu Zhen-Hua & Guy Imart: Fu-yü Gïrgïs: A tentative description of the easternmost Turkic language. Papers on Inner Asia 8; Bloomington: Indiana University, 1987."
00625,,Manchurian Ölöt,Manchurian Öelet; Yeke Mingan,China,CN,Fuyu County in Heilongjiang Province; extinct since the early twentieth century in the Imin region of Hulun Buir League in Inner Mongolia; an outlying dialect of Oyrat not listed at all by the SIL,48.1953,124.2993,severely endangered,1000,rough estimate,"Ágnes Birtalan: Oirat. — The Mongolic languages. Edited by Juha Janhunen. London and New York: Routledge, 2003. 210–228."
01923,,Manda,"Gondi-Kui; Konda-Kui; Manda-Kui; Manda-Pengo",India,IN,Orissa (mainly Kalahandi),20.1384,84.0289,critically endangered,,unknown,
02128,,Mandaic,"Mandayi, Ratna, Neo-Mandaic, Modern Mandaic",Iran (Islamic Republic of); Iraq,IR;IQ,"In Ahvaz, and until recently also in Khorramshahr, in the province of Khuzistan in Iran. Presumed extinct in Iraq.",31.3348,48.7023,critically endangered,300,"C. Häberl, p.c.","Charles Ha_berl http://www.linguistlist.org/issues/17/17-714.htmlHäberl, C.G.,The Neo-Mandaic Dialect of Khorramshahr. Wiesbaden: Harrassowitz (Forthcoming)."
01165,,Mandan,,United States of America,US,"Mandan, at Twin Buttes, ND, is one of the Three Affiliated Tribes, sharing the Fort Berthold Reservation in North Dakota with Hidatsa and the Arikara.",47.5165,-102.2461,critically endangered,10,Fewer than 10 first-language speakers.,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun, and Mauricio Mixco. 2007. North America. Atlas of the World’s Languages (2nd. edition), ed. by R.E. Asher and C.J. Moseley, 7-44. London: Routledge."
01904,,Mandeali,Mandi; Mandiali; Pahari Mandiyali,India,IN,Himachal Pradesh,31.4099,76.9921,definitely endangered,611930,"Census 2001, but 776372 in 1961",
03058,,Mander,,Indonesia,ID,Irian Jaya,-2.4341,138.7284,critically endangered,20,1991 SIL,"Wurm, Stephen A. 2007. ’Australia and the Pacific’, pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World’s Endangered Languages. London/New York: Routledge."
02581,,Mang (China),,China,CN,,22.8293,103.1039,definitely endangered,2300,2000,Bradley 2007
00717,,Mang (Viet Nam),,Viet Nam,VN,,22.3500,102.9666,definitely endangered,2300,2007 est.,
02750,,Mangareva,"Mangarevan, Ma’areva",French Polynesia (France),PF,Mangareva (Gambier Islands),-23.1226,-134.9780,severely endangered,300,2000,"Wurm, Stephen 2007. ’Australia and the Pacific’, pp. 425-578 in Christopher Moseley (ed.) Encyclopedia of the World’s Endangered Languages. London/New York: Routledge.Grimes 2000"
00280,,Mangarla,"Mangalaa, Mangala, Manala, Minala, Djawali, Djuwali, Jiwali, Jiwarli, Koalgurdi, Yalmbau",Australia,AU,,-20.1590,122.6513,critically endangered,20,NILS 2004,
00279,,Mangarrayi,"Mangarayi, Mungerry, Mangarai, Manggarai, Mungarai, Ngarrabadji",Australia,AU,,-14.8067,133.8793,critically endangered,6,"Not mentioned in censusApproximate estimate in 2005",
00013,,Mani,"Mmani Bullom, Bullom So",Guinea; Sierra Leone,GN;SL,,9.1129,-13.2165,critically endangered,300,2008,"Tucker Childs, Ethnologue"
02753,,Manihiki,Rakahanga,Cook Islands,CK,Rakahanga and Manihiki Islands,-10.4000,-161.0000,definitely endangered,5000,2000,Grimes 2000
02580,,Maniq,"Tonga, Mos, Ten’en",Thailand,TH,,7.3500,99.9333,definitely endangered,300,,
02816,,Maniwaki Algonquin,,Canada,CA,Spread over 2 communities in Canada,46.3392,-76.0485,severely endangered,280,"2001 Census – based; average age: 46,7","1996 and 2001 Censuses, Statistics Canada; based on the Department of Canadian Heritage customized census retrievalsUNESCO Atlas 2nd edition (Wurm (2001))Ethnologue: Languages of the World (Gordon, (2005))http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/index_en.htmlhttp://en.wikipedia.org/wiki/Portal:Contents"
00768,,Manjui,"Choroti, Manjuy, Chorote Iyo’wujwa",Argentina; Bolivia; Paraguay,AR;BO;PY,"Argentina: Province of Salta, Departments of Rivadavia and San MartínParaguay. Department of Boquerón.",-23.1201,-62.7539,definitely endangered,1200,,"Censabella, Marisa. 2008. Lenguas del Chaco (unpublished)"
